id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
spb_desc_ch1_9	- 1999 -\n"""Sonic Adventure International"""\nSonic Adventure released to the rest of the world.		１９９９年\n「ソニック・アドベンチャー・インターナショナル」\nソニックアドベンチャーが全世界で発売！	- 1999 -\n"""Sonic Adventure Internacional"""\nSonic Adventure sale a la venta en el resto del mundo.		- 1999 -\n"""Sonic Adventure Internzionale"""\nSonic Adventure viene rilasciato al resto del mondo.	1999 -\n"""Sonic Adventure International"""\nSonic Adventure lançado para o resto do mundo.	1999\n"""Sonic Adventure International"""\n¡Sonic Adventure sale a la venta en todo el mundo!	- 1999 -\n"""Sonic Adventure International"""\nSonic Adventure erscheint nun auch außerhalb Japans!	- 1999 -\n"""Sonic Adventure International"""\nPrzygody Sonica wypuszczone dla reszty świata.	- 1999 -\n"""音速小子大冒險國際版"""\n索尼克大冒險釋出於國外。	- 1999 -\n"""Sonic Adventure Uluslar Arası"""\nSonic Adventure tüm dünyaya sunuldu.		- 1999 -\n"""Sonic Adventure International"""\nSonic Adventure вышел во всём мире!
spb_desc_ch1_10	- 2000 -\n"""Sonic Shuffle"""\nSonic and his pals battle against Void to protect Maginaryworld!		２０００年「ソニック・シャッフル」\n夢と光の世界マージナリフールドを守るためにソニックと仲間たちがヴォイドと対決！	- 2000 -\n"""Sonic Shuffle"""\nSonic y sus amigos luchan contra Void para proteger el Maginaryworld!		- 2000 -\n"""Sonic Shuffle"""\nSonic e i suoi amici combattono contro Void per proteggere Maginaryworld!	2000 -\n"""Sonic Shuffle"""\nSonic e seus amigos lutam contra Void para proteger Maginaryworld!	2000\n"""Sonic Shuffle"""\n¡Sonic y sus amigos se enfrentan a Void para proteger Maginarimundo,\nel mundo de los sueños y la luz!	- 2000 -\n"""Sonic Shuffle"""\nSonic und seine Freunde kämpfen gegen Void, um Maginary World zu retten!	- 2000 -\n"""Sonic Shuffle"""\nSonic i jego znajomi walczą z Próżnią by ochronić Wyobrażoświat!	- 2000 -\n"""Sonic Shuffle"""\n索尼克和他的夥伴們為了保護 Maginaryworld 和 Void 對戰！	- 2000 -\n"""Sonic Shuffle"""\nSonic ve arkadaşları Maginaryworld'ü korumak için Void'e karşı savaşıyor!		- 2000 -\n"""Sonic Shuffle"""\nСоник и его друзья сражаются с Войдом, чтобы защитить Воображариум, мир мечты и света!
spb_desc_ch1_11	- 2001 -\n"""Sonic Adventure 2""" and """Sonic Advance"""\nThe black hedgehog Shadow makes his sinister debut!		２００１年「ソニック・アドベンチャー２」「ソニック・アドバンス」\n黒きハリネズミシャドウ登場！	- 2001 -\n"""Sonic Adventure 2"""\n"""Sonic Advance"""\n¡El siniestro debut de Shadow, el erizo negro!		- 2001 -\n"""Sonic Adventure 2"""\n"""Sonic Advance"""\nIl riccio nero Shadow fa il suo sinistro debutto!	2001 -\n"""Sonic Adventure 2""" e """Sonic Advance"""\nO ouriço negro Shadow faz sua estreia sinistra!	2001\n"""Sonic Adventure 2""" y """Sonic Advance"""\n¡Aparece Shadow, el erizo negro!	- 2001 -\n"""Sonic Adventure 2""" und """Sonic Advance"""\nDer schwarze Igel Shadow tritt zum ersten Mal in Erscheinung!	- 2001 -\n"""Sonic Adventure 2""" oraz """Sonic Advance"""\nCzarny jeż Shadow robi złowieszczy debiut!	- 2001 -\n"""音速小子大冒險 2""" & """音速小子 進化"""\n漆黑的刺蝟「夏多」初登場！	- 2001 -\n"""Sonic Adventure 2"""\n"""Sonic Advance"""\nKara kirpi Shadow uğursuz çıkışını yapıyor!		- 2001 -\n"""Sonic Adventure 2""" and """Sonic Advance"""\nПервое появление тёмного ежа Шедоу!
spb_desc_ch1_12	- 2002 -\n"""Sonic Advance 2"""\nMeet Cream and her little Chao friend, Cheese!		２００２年「ソニック・アドバンス２」\nチャオのチーズと大の仲良しクリーム登場！	- 2002 -\n"""Sonic Advance 2"""\n¡Conoce a Cream y a su pequeño amigo Chao, Cheese!		- 2002 -\n"""Sonic Advance 2"""\nIncontra Cream e il suo piccolo amico Chao Cheese!	2002 -\n"""Sonic Advance 2"""\nConheça Cream e seu pequeno amigo Chao, Cheese!	2002\n"""Sonic Advance 2"""\n¡Aparece Cream, la gran amiga del Chao Cheese!	- 2002 -\n"""Sonic Advance 2"""\nLerne Cream und ihren kleinen Chao-Freund Cheese kennen!	- 2002 -\n"""Sonic Advance 2"""\nSpotkaj Cream i jej małego Chao przyjaciela, Cheese!	- 2002 -\n"""音速小子 進化 2"""\n克林姆與起司的初登場！	- 2002 -\n"""Sonic Advance 2"""\nCream ve küçük Chao arkadaşı Cheese ile tanışın!		- 2002 -\n"""Sonic Advance 2"""\nПоявление Чао Чиза и его подруги Крим!
spb_desc_ch1_13	- 2003 -\n"""Sonic Heroes"""\n12 characters split into teams and head out into action together!		２００３年「ソニック・ヒーローズ」\n１２名の多彩なキャラクターが登場チームアクションでつきすすめ！	- 2003 -\n"""Sonic Heroes"""\n¡12 personajes divididos en equipos se disponen a la acción!		- 2003 -\n"""Sonic Heroes"""\n12 personaggi divisi in squadre che vanno incontro all'azione insieme!	2003 -\n"""Sonic Heroes"""\n12 personagens divididos em equipes partem juntos para a ação!	2003\n"""Sonic Heroes"""\n¡Aparecen 12 variados personajes! ¡Avanza actuando en equipo!	- 2003 -\n"""Sonic Heroes"""\n12 Figuren und 4 Teams in einem aufregenden Action-Abenteuer!	- 2003 -\n"""Sonic Heroes"""\n12 postaci podzielonych na drużyny które razem wkraczają do akcji!	- 2003 -\n"""音速小子群雄"""\n12 characters split into teams and head out into action together!	- 2003 -\n"""Sonic Heroes"""\n12 karakter takımlara ayrılıp birlikte aksiyona atılıyor!		- 2003 -\n"""Sonic Heroes"""\nПеред Вами предстанут 12 разных героев. Вы будете сражаться командой!
spb_desc_ch1_14	- 2004 -\n"""Sonic Advance 3"""\nPlayers get to play with friends!\n"""Sonic Heroes""" comes to Europe and North America.		２００４年「ソニック・アドバンス３」\n好きな仲間と冒険！\nこの年、「ソニック・ヒーローズ」が北米、欧州で発売	- 2004 -\n"""Sonic Advance 3"""\n¡Puedes jugar con tus amigos!\n"""Sonic Heroes""" llega a Europa y a Norteamérica.		- 2004 -\n"""Sonic Advance 3"""\nSi può giocare con gli amici!\n"""Sonic Heroes""" arriva in Europa e Nord America.	2004 -\n"""Sonic Advance 3"""\nOs jogadores podem se divertir com os amigos!\n"""Sonic Heroes""" chega à Europa e América do Norte.	2004\n"""Sonic Advance 3"""\n¡Una aventura con tus compañeros favoritos!\nEste año, """Sonic Heroes""" sale a la venta en Norteamérica y Europa.	- 2004 -\n"""Sonic Advance 3"""\nSpieler können nun mit ihren Freunden spielen!\n"""Sonic Heroes""" erscheint in Europa und den USA.	- 2004 -\n"""Sonic Advance 3"""\nGracze mogą grać z przyjaciółmi!\n"""Sonic Heroes""" wypuszczone dla Europy oraz Ameryki Północnej.	- 2004 -\n"""音速小子 進化 3"""\n玩家能和朋友一起遊玩！!\n"""Sonic Heroes""" 進軍歐美國家！	- 2004 -\n"""Sonic Advance 3"""\nOyuncular arkadaşlarıyla oynayabiliyor!\n"""Sonic Heroes""" Avrupa ve Kuzey Amerika'ya geliyor.		- 2004 -\n"""Sonic Advance 3"""\nПриключения с любимыми друзьями!!\n"""Sonic Heroes""" в этом году вышли в Северной Америке и Европе.
spb_desc_ch1_15	- 2005 - 2006 -\n"""Shadow the Hedgehog""", """Sonic Rush""", and """Sonic Riders"""\nAnd the adventure continues...		２００５～２００６年「シャドウ・ザ・ヘッジホッグ」「ソニック・ラッシュ」「ソニック・ライダーズ」\n冒険は続くぞ！	- 2005 - 2006 -\n"""Shadow the Hedgehog"""\n"""Sonic Rush"""\n"""Sonic Riders"""\nY la aventura continúa...		- 2005 - 2006 -\n"""Shadow the Hedgehog"""\n"""Sonic Rush"""\n"""Sonic Riders"""\nE l'avventura continua...	2005 - 2006 -\n"""Shadow the Hedgehog""", """Sonic Rush""", e """Sonic Riders"""\nE a aventura continua...	2005-2006\n"""Shadow the Hedgehog"""\n"""Sonic Rush"""\n"""Sonic Riders"""\n¡La aventura continúa!	- 2005 - 2006 -\n"""Shadow the Hedgehog""", """Sonic Rush""", und """Sonic Riders"""\nUnd die Abenteuer nehmen kein Ende...!	- 2005 - 2006 -\n"""Shadow The Hedgehog""", """Sonic Rush""", oraz """Sonic Riders"""\nI przygoda dalej trwa...	- 2005 - 2006 -\n"""刺蝟夏多""", """音速小子 衝刺""", 與 """音速小子 滑板"""\n他們的冒險將繼續下去……	- 2005 - 2006 -\n"""Shadow the Hedgehog"""\n"""Sonic Rush"""\n"""Sonic Riders"""\nVe macera devam ediyor...		- 2005 - 2006 -\n"""Shadow the Hedgehog""", """Sonic Rush""", """Sonic Riders"""\nПриключения продолжаются!
														
spb_desc_ch2_1	We decided to include the fire in Sonic's chest early on during the planning stages.		ソニックの胸から炎をだすことは、初期のストーリー案で決まっていた	Decidimos temprano en la planificación que incluiríamos el fuego en el pecho de Sonic.		Abbiamo deciso sin dall'inizio di includere il fuoco nel petto di Sonic.	Decidimos incluir o fogo no peito do Sonic logo nas fases iniciais de planejamento.	Que saliera fuego del pecho de Sonic estaba decidido en el borrador inicial de la historia.	Schon in der Planungsphase einigten wir uns auf den Flammenpfeil in Sonics Brust.	Zdecydowaliśmy uwzględnić ogień w piersi Sonica wcześnie w etapach planowania.	「索尼克從胸口噴出火焰」，是在最初的故事構想就已經決定的設定。	Fragman Resmi 1\nPlanlama aşamalarının başlarında Sonic'in göğsündeki ateşi eklemeye karar verdik.		То, что у Соника в груди будет пламя, было решено с самого начала.
spb_desc_ch2_2	A more fiery and powered-up version from the initial image.		炎の中を走る！\n最初のイメージからさらにパワーアップ	Una versión más fogosa y potente de la imagen original.		Una versione più focosa della immagine iniziale.	Uma versão mais flamejante e turbinada da imagem inicial.	¡Corriendo entre las llamas!\nAlgo más potente respecto a la imagen inicial.	Eine """feurigere""" Variante der ursprünglichen Abbildung.	Bardziej ognista i wzmocniona wersja z początkowego obrazu.	在火焰中奔馳！從最初的影像再度進化！	Fragman Resmi 2\nİlk görselden daha ateşli ve güçlendirilmiş bir versiyon.		Более мощная версия первоначального варианта.
spb_desc_ch2_3	Title logo for Japanese use.		タイトルロゴが日本語用	Versión con el logotipo del título en Japonés.		Logo del titolo per l'utilizzo in Giappone	Logo do título para uso no Japão.	Logotipo del título para la versión japonesa.	Titellogo für den japanischen Markt.	Logo tytułu dla użytku Japońskiego.	日文用的標題設計。	Fragman Resmi - Japonca\nJaponca kullanıma yönelik başlık logosu.		Сделали логотип на японском языке.
spb_desc_ch2_4	We included four in-game screenshots to convey what the game was all about.		ゲームの中身が想像できるようイメージの違う４つのスクリーンソョットが配置された	Incluímos cuatro capturas de pantalla del juego para enseñar cómo era.		Abbiamo incluso quattro foto del gioco per esprimere di cosa si tratti.	Incluímos quatro capturas de tela do jogo para mostrar do que ele se tratava.	Se colocaron 4 capturas de pantalla con imágenes diferentes para poder imaginar el contenido del juego.	Vier Screenshots sollen das Thema des Spiels näherbringen.	Uwzględniliśmy cztery screenshoty gry by przekazać o czym ta gra jest.	配置四張不同的遊戲截圖來展示遊戲的核心內容。	Fuar Broşürü\nOyunun ne hakkında olduğunu anlatmak için dört adet oyun içi ekran görüntüsü ekledik.		Здесь вставлено 4 разных скриншота, по которым можно понять содержание игры.
spb_desc_ch2_5	This was the version used for posters and pamphlets.		パンフレットやポスターにする時はこれを使う	Esta es la versión definitiva para carteles y folletos.		Questa è la versione usata per i poster e gli opuscoli.	Esta foi a versão usada em pôsteres e folhetos.	Esto se utiliza al hacer folletos o pósteres.	Dies ist die für Poster und Broschüren verwendete Version.	To była wersja użyta dla plakatów i ulotek.	海報及小冊子所使用的版本。	Fragman Resmi Son Versiyonu\nBu, poster ve broşürler için kullanılan sürümdür.		Эта версия использовалась для брошюр и плакатов.
spb_desc_ch2_6	Sonic's pose here with the ring was something that we arrived at through experimentation.		ソニックのポーズ指のリングをいかにかっこよく見せるかいろいろ試した結果生まれたもの	Nos decidimos por esta pose de Sonic con el anillo a través de la experimentación.		La posa di Sonic qua con l'anello è qualcosa che riuscimmo ad arrivare con sperimentazioni.	Essa pose do Sonic com o anel foi algo que chegamos por meio de experimentação.	El resultado de probar varias formas de hacer que el anillo en el dedo de Sonic luciera genial en su pose.	Nach vielen Ansätzen einigten wir uns auf diese Pose, die Sonic mit dem Ring zeigt.	Tutejsza poza Sonica z pierścieniem to było coś, do czego dotarliśmy przez eksperymentację.	這是我們經過各種嘗試，為了讓索尼克手上拿著金環的這個姿勢看起來更帥氣的成果	Ana Görsel\nSonic'in yüzükle verdiği poz, deneylerle ulaştığımız bir şeydi.		Поза Соника, получившаяся в результате многих попыток показать круто кольцо на пальце Соника.
spb_desc_ch2_7	The """O""" in """SONIC""" uses the same flame motif from the teaser image.		ＳＯＮＩＣの"""Ｏ"""の文字に注目\nディザーイメージと同じく炎がモチーフ	La """O""" de """SONIC""" utiliza el mismo adorno en forma de llama que aparece en la imagen promocional.		La """O""" in """SONIC""" usa il tema infuocato dalla immagine promozionale.	O """O""" em """SONIC""" usa o mesmo motif de chamas do teaser de imagem.	Atención a la letra """O""" de """SONIC"""\nEl motivo es el fuego, al igual que en la imagen promocional.	Das """O""" in """SONIC""" zeigt dasselbe Flammenmotiv wie das vom Aufmacher.	"""O""" w """SONIC""" używa tego samego ognistego motywu z obrazu zwiastunowego.	「SONIC」中的「O」字，和前導視覺圖一樣是使用火焰為主題。	Başlık Logosu - İngilizce Versiyonu\n"""SONIC"""teki """O""" harfi, tanıtım görselindeki alev motifini kullanıyor.		Обратите внимание на букву """O""" в слове """SONIC""".
spb_desc_ch2_8	Although the text was completely different from English letters, we wanted to keep the look similar.		文字がちがっても英語版と同じふんいきがでるようフォントを作成している	Aunque el texto fuese completamente distinto que con letras latinas, quisimos darle un aspecto similar		Anche se il testo è completamente diverso, volevamo mantenere l'aspetto simile.	Embora o texto fosse completamente diferente das letras em inglês, queríamos manter a aparência semelhante.	Se creó una fuente para que se vea igual que en la versión en inglés, aunque los caracteres sean diferentes.	Obwohl sich der Text von den englischen Buchstaben unterscheidet, sollte das Design ähnlich sein.	Mimo tego, że tekst był kompletnie inny od Angielskich litery, chcieliśmy utrzymać podobny wygląd.	儘管這些文字和英文版本完全不同，我們還是想要讓它們維持相似氛圍的樣子。	Başlık Logosu - Japonca Versiyonu\nMetin İngilizce harflerden tamamen farklı olsa da, görünümün benzer kalmasını istedik.		Как и на тизерном изображении, сохранён пламенный мотив.
spb_desc_ch2_9	The logo was based on the English version, with lettering adjusted accordingly.		英語版にイメージをあわせるため文字の位置を調整している	La imagen está basada en la versión inglesa, con las escritura ajustada acorde a las palabras.		L'immagine è basata dalla versione inglese, con le lettere aggiustate di conseguenza.	O logo foi baseado na versão em inglês, com as letras ajustadas apropriadamente.	Se ajustó la posición del texto para que coincida con la imagen de la versión en inglés.	Das auf der englischen Version basierte Bild mit entsprechendem deutschen Text.	Logo było bazowane na Angielskiej wersji z odpowiednio dopasowanym literowaniem.	以英文版為基底製成的設計，文字也已經過調整。	Başlık Logosu - Almanca Versiyonu\nGörsel İngilizce versiyona dayanmaktadır, yazılar buna göre ayarlanmıştır.		Шрифт подобран так, чтобы получилась такая же """атмосфера""", как в английской версии.
spb_desc_ch2_10	The logo was based on the English version, with lettering adjusted accordingly.		英語版にイメージをあわせるため文字の位置を調整している	La imagen está basada en la versión inglesa, con las escritura ajustada acorde a las palabras.		L'immagine è basata dalla versione inglese, con le lettere aggiustate di conseguenza.	O logo foi baseado na versão em inglês, com as letras ajustadas apropriadamente.	Se ajustó la posición del texto para que coincida con la imagen de la versión en inglés.	Das auf der englischen Version basierte Bild mit entsprechendem italienischen Text.	Logo było bazowane na Angielskiej wersji z odpowiednio dopasowanym literowaniem.	以英文版為基底製成的設計，文字也已經過調整。	Başlık Logosu - İtalyanca Versiyonu\nGörsel İngilizce versiyona dayanmaktadır, yazılar buna göre ayarlanmıştır.		Изменили положение букв, чтобы подогнать их под изображение в английской версии.
